tll_id,tll_name,tll_brand,tll_category,historical_map_status,historical_shopify_product_id,historical_shopify_variant_id,supplier_sku,supplier_feed_name,supplier_feed_size,supplier_feed_barcode,supplier_feed_tax_flag,historical_retail_gbp,supplier_feed_price_gbp,supplier_nutrition_text_present,review_flags
37f1e686-fc87-4b1e-bf42-6a045d7fdb0f,GEAAR,Mutant,eaas,MAPPED_2026-09-14_UNVERIFIED,16033581433162,63506336285002,MUT124,Mutant GEAAR 378g Tropical Fruit Punch,378g,627933222011,VAT,29.99,12.44,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
3ad6dc9b-9bc4-458c-967f-29a9a7b45964,Whey Better®,Bio-Synergy,whey-isolate,MAPPED_2026-09-14_UNVERIFIED,16033587069258,63506376851786,SYN031,Bio-Synergy Whey Better 750g Vanilla,750g,5034839005115,VAT,49.99,26.25,NO,MISSING_FEED_NUTRITION_TEXT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
3bf42ac2-9c75-4c40-a73c-545120775eb9,Pre-Workout Advanced 500g,Bulk,pre-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
3c5fcc24-4c21-4b6a-99fd-c71ca3b6680b,Micellar Casein,Mutant,casein,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
3e09c727-46cc-4a89-b554-8cfb4726141e,Protein Powder,Grenade,whey,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
411a19b8-1935-4c63-b957-07296fbdf447,Warrior Protein Night,Warrior,casein,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
41741b45-1afc-41d2-88aa-fe7a38717a32,Vegan Protein Bar,Bulk,protein-bar,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
4183135d-b8ea-422f-a87f-3160a9351155,JP Intra,TrainedByJP,intra-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
41c29b06-c6e4-45c3-94f2-8a46ea9935d2,Endurance Recovery,Applied Nutrition,post-workout,MAPPED_2026-09-14_UNVERIFIED,16033579827530,63506322948426,APP286,Applied Nutrition Endurance Recovery 1.5kg Vanilla,1.5kg,5056555201565,VAT,29.95,13.19,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
444c84df-121b-4ca2-923b-12abfb876ba7,CNP Isolate,CNP Professional,whey-isolate,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
4471b8ef-e29e-4f6c-9471-b7c01deac5d6,Intra,Efectiv Nutrition,intra-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
451466e0-1474-41ff-a896-8d230adbf3a4,Critical Whey,Applied Nutrition,whey,MAPPED_2026-09-14_UNVERIFIED,16037754437962,63535203025226,APP613,Applied Nutrition Critical Whey 825g Chocolate,825g,5056555211199,VAT,49.99,22.52,NO,MISSING_FEED_NUTRITION_TEXT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
4771fef4-7278-488c-b897-95fc65862a94,Micellar Casein,Reflex Nutrition,casein,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
47913a31-e77e-4010-8eb9-048e04e97aaa,Hydration+,Supplement Needs,hydration,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
47cb0fbb-3a6f-485f-815e-8fd204d5411a,Muscle Fuel Anabolic,USN,post-workout,MAPPED_2026-09-14_UNVERIFIED,16033587953994,63506380652874,USN080,USN Muscle Fuel Anabolic 2kg Chocolate,2kg,6009544953319,VAT,42.0,22.30,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
47dc8c3e-814e-47c1-b463-991058f24a5e,Ashwagandha Organic Vegan KSM-66,Supplement Needs,vitamin,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
4b12a70e-fcd6-4031-aed7-d4d3f24d1712,Aftermath,Bulk,post-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
4ea5c8df-7506-42e0-8e77-92775940ae78,Pharma Whey,PhD Nutrition,whey,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
507a6a90-b1e6-4e14-a52a-9694d066ca57,Milk Thistle Extract 5000mg,Bulk,liver-health,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
51015a3b-46ce-4e94-8b92-1e5d75dec507,High Protein Bar,Bulk,protein-bar,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
51111a7f-f338-4e4d-819e-edce85a3b0a1,Ready-to-drink (Vanilla),Huel,meal-replacement,MAPPED_2026-09-14_UNVERIFIED,16037752504650,63535196995914,HUE006,HUEL Ready-to Drink 8x500ml Vanilla,8x500ml,15060929633477,Zero,3.5,20.97,YES,MULTIPACK_SUPPLIER_UNIT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
5113a46d-7acf-4dbb-85a2-75747467a922,Recovery Protein,The Protein Works,post-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
5452c5e8-61a9-410a-810f-ef25f8660a41,Gold Standard 100% Casein,Optimum Nutrition,casein,MAPPED_2026-09-14_UNVERIFIED,16037742739786,63535181660490,OPT034,Optimum Nutrition Gold Standard 100% Casein 924g Chocolate Supreme,896g,5060469989877,VAT,39.99,35.27,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
5563d361-4c1f-4ec4-a041-dcc847e12f4f,EAA Powder,Warrior,eaas,MAPPED_2026-09-14_UNVERIFIED,16033581957450,63506339266890,WAR014,Warrior EAA 360g Sour Apple,360g,5060424708444,VAT,11.99,10.56,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
56128fcc-d33f-4d12-9914-fd3191e6a8ff,"Turmeric, Ginger & Black Pepper",Nutrition Geeks,gut-digestion,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
57c7f80d-45f9-4476-892d-f9be565f31c2,Defib V3,HR Labs,pre-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
57d51861-97dd-4496-b7b9-e55da5c1579b,Alpha Balance,Alpha Club,hormone-support,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
57f5ba6e-6453-4276-a083-3823774ec779,VelosiWHEY Isolate,Strom Sports Nutrition,whey-isolate,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
588ea7df-6140-4f46-9a08-3cdd7ffc1536,Lite Ready-to-drink (Chocolate),Huel,meal-replacement,MAPPED_2026-09-14_UNVERIFIED,16037752340810,63535196766538,HUE036,Huel Lite Ready-to Drink 8x500ml Chocolate,8x500ml,15060925295419,Zero,3.5,19.92,NO,MULTIPACK_SUPPLIER_UNIT|MISSING_FEED_NUTRITION_TEXT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
5ab54f66-8e43-4589-bd22-ff6c2023a137,C4 Original,Cellucor,pre-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
5d9cf5d7-728b-4809-814e-ac7e5fbc4aba,Glucosamine & Chondroitin,Bulk,joint-health,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
5e13c87a-1d35-4dd5-a141-43a281bef5e5,Hydration Multiplier,Liquid IV,hydration,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
5effd9b6-7fc1-4d33-b314-2c6d29e1a18f,Serious Mass,Optimum Nutrition,post-workout,MAPPED_2026-09-14_UNVERIFIED,16033579270474,63506317771082,OPT137,Optimum Nutrition Serious Mass 2.73kg Chocolate,2.73kg,5060469985206,VAT,49.99,30.28,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
60cbe489-96a8-416e-a11b-243e3277caf3,EssentialMAX,Strom Sports Nutrition,intra-workout,MAPPED_2026-09-14_UNVERIFIED,16033589592394,63506386223434,STM008,Strom Sports EssentialMAX EAA  450g Strawberry Kiwi,450g,5060549918520,VAT,34.95,19.28,YES,MULTIPLE_TLL_IDS_TO_ONE_VARIANT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
6274433d-cb91-4337-8e21-beb3c1ad97d4,JP EAA,TrainedByJP,eaas,MAPPED_2026-09-14_UNVERIFIED,16033589821770,63506386485578,TBJ019,Trained By JP EAA 300g Fizzy Blue Bottle,300g,769577678998,VAT,29.99,10.63,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
65b9443c-9a83-4f52-bdff-9480ac12c52c,Crack OG,Dark Labs,pre-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
6626b36e-82c0-47d9-8d5c-a40b47ea41f1,Impact Whey Isolate,MyProtein,whey-isolate,MAPPED_2026-09-14_UNVERIFIED,16033577337162,63506304696650,MYP076,MyProtein Impact Whey Isolate 2.5kg Chocolate,2.5kg,5055534303016,VAT,74.99,86.88,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
6774996b-6f6f-4e67-bd31-b93213cea022,Cycle Support,Combat Fuel,cycle-support,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
6796ca45-f01a-4573-a1cb-4e16e4dc2fa9,ZMA Zinc Magnesium,Bulk,zma,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
68546f63-f123-4e1f-8f46-46802b77de52,Tongkat Ali,SuperDosed,hormone-support,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
69978587-1083-4918-9317-18154e60e7f1,Pure Whey Protein,Bulk,whey,MAPPED_2026-09-14_UNVERIFIED,16037754405194,63535202959690,BLK020,Bulk Pure Whey Protein 450g Vanilla,450g,5055950627642,VAT,29.99,8.75,NO,MISSING_FEED_NUTRITION_TEXT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
6a8ebcdd-1505-4c9a-9adf-3682359bea61,Amino Fuel EAA,Applied Nutrition,eaas,MAPPED_2026-09-14_UNVERIFIED,16033581695306,63506337595722,APP016,Applied Nutrition Amino Fuel 390g Fruit Burst,390g,5056555206393,VAT,23.95,13.59,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
6aa54c84-8f33-4566-aa28-0fdcd5f7c96f,Per4m EAA,Per4m,eaas,MAPPED_2026-09-14_UNVERIFIED,16033581171018,63506333499722,PER042,Per4m EAA XTRA 420g Lemon Lime Splash,420g,5060660085200,VAT,27.99,14.49,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
6ad62332-baa2-4c39-9930-16147ccf593a,Impact Whey Protein,MyProtein,whey,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
6b79b914-ae67-492f-aaef-ee607fde0074,Crispy Layered Bar (White Chocolate Peanut),Myprotein,protein-bar,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
6d78db1d-1b56-4e4c-8cd0-c7ecdf696ead,Electrolyte Powder,Bulk,hydration,MAPPED_2026-09-14_UNVERIFIED,16033580581194,63506330124618,BLK101,Bulk Electrolyte 500g Orange & Mango,500g,5055950625426,VAT,12.99,12.50,NO,MISSING_FEED_NUTRITION_TEXT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
6f3b5591-fc9f-45a3-b731-b9f9c2046e1a,Sleep Stack,Supplement Needs,vitamin,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
706e3947-460b-4253-9810-c88919dd5ecd,Vitamin D 4000iu Max Strength,Nutrition Geeks,vitamin,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
7245fcd5-e0f6-40bc-963d-bfa39c136044,Intra Workout,CNP Professional,intra-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
729856c9-4477-4d37-8dda-386071633bd1,JP Creatine,TBJP,creatine,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
7388ad3f-8336-4813-b2dc-89d3fb0f0370,Clear Whey Isolate,MyProtein,whey-isolate,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
738af0c5-bdfd-46be-890e-bd2d6e7cb21b,Platinum Pre-Workout,Optimum Nutrition,pre-workout,MAPPED_2026-09-14_UNVERIFIED,16033410449738,63504849961290,OPT247,Optimum Nutrition Platinum Pre-Workout 420g Fruit Punch,420g,5060751992578,VAT,29.99,16.42,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
7460dea0-de2d-4682-90e2-b5c05e80d704,Ghost Hydration,Ghost Lifestyle,hydration,MAPPED_2026-09-14_UNVERIFIED,16033580319050,63506329469258,GH0027,Ghost Hydration 360g Kiwi Strawberry,360g,810028299177,VAT,29.99,20.80,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
74fd9941-fca1-4015-b6a6-782064b6ccbb,Blood & Guts 380g,DY Nutrition,pre-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
75933d3d-dca2-4f97-a1db-5c044fe8c897,Ghost Legend,Ghost Lifestyle,pre-workout,MAPPED_2026-09-14_UNVERIFIED,16033578975562,63506315051338,GH0080,Ghost Legend V4 660g Bubblicious Strawberry Splash,660g,,VAT,38.99,22.99,NO,MISSING_FEED_NUTRITION_TEXT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
767210a6-f16f-48f1-bc45-dc7bc41dc302,BlueLab 100% Whey,USN,whey,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
76a1cbdd-a296-4c79-95ef-475c9b56cc88,Vital Support,TrainedByJP,cycle-support,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
77049b12-f9d1-4e22-b8a7-21b8bb906e93,DEFENDER EAA,Warrior,eaas,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
77daff05-5644-40a0-882e-4b197790bf50,Hunter Test,Hunter Evolve,hormone-support,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
7a9d584f-42ca-482f-9ef3-899427702285,Sport,Nuun,hydration,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
7aaebbcb-ac24-4b5f-9156-8f83cfc322b1,Black Edition Ready-to-drink (Chocolate),Huel,meal-replacement,MAPPED_2026-09-14_UNVERIFIED,16037752176970,63535196504394,HUE020,HUEL Ready-to Drink Black Edition 8x500ml Chocolate,8x500ml,15060925291794,Zero,3.75,22.60,YES,MULTIPACK_SUPPLIER_UNIT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
7bd67e4c-a497-4a9f-b661-8aaf1cfddd78,ISO 100 Hydrolyzed,Dymatize,whey-isolate,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
7c8cda9e-0429-43f8-b60e-a258c408a5ec,StimuMAX PRO,Strom Sports Nutrition,pre-workout,MAPPED_2026-09-14_UNVERIFIED,16033586479434,63506374820170,STM043,Strom Sports StimuMAX PRO  360g Unicorn Pi55,360g,5060549918919,VAT,29.95,20.84,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
7cb28341-5b19-4a0b-b49c-e77bb27182c4,Advanced Whey,Per4m,whey,MAPPED_2026-09-14_UNVERIFIED,16037754503498,63535203090762,PER183,Per4m Advanced Whey Protein 900g Cherry Bakewell,900g,5060660082704,VAT,34.99,24.99,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
7d1a4561-ef23-488e-aa33-f1b0e6f78a51,Organ Shield,Chemical Warfare,cycle-support,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
7da1faee-bd26-4b52-a718-3bbf5f3ab03b,Smart Bar (Cookies & Cream),PhD Nutrition,protein-bar,MAPPED_2026-09-14_UNVERIFIED,16037754208586,63535202632010,PHD174,PhD Nutrition Smart Bar 12x64g Cookies & Cream,12x64g,5025324012947,VAT,2.3,15.45,NO,MULTIPACK_SUPPLIER_UNIT|MISSING_FEED_NUTRITION_TEXT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
7da65034-eccf-451d-bc81-a66dcf9e5ec7,Zero,High5,hydration,MAPPED_2026-09-14_UNVERIFIED,16033589297482,63506385699146,HIG052,HIGH5 Zero 8x20 Tabs Orange & Cherry,8x20 Tabs,5027492996029,VAT,7.99,30.21,YES,MULTIPACK_SUPPLIER_UNIT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
7f5f3751-0e82-463b-8554-6d82cf487eba,Creatine Monohydrate,Warrior,creatine,MAPPED_2026-09-14_UNVERIFIED,16033410384202,63504849895754,WAR090,Warrior Essentials Creatine 300g Unflavoured,300g,5060424707577,VAT,11.99,8.21,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
7f6fe4fe-ec51-42b5-86c7-aad0d1580aac,Whey Protein 80,The Protein Works,whey,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
810b5c13-062e-4c50-9033-0fdda083c3b1,TUDCA + NAC,Supplement Needs,cycle-support,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
836e9ca3-a02a-4513-b63a-546fd25ea518,Whey Protein Concentrate,Supplement Needs,whey,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
83dbbce5-d74e-402c-9f69-274c2330d7c7,100% Micellar Casein,The Protein Works (TPW),casein,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
84a0a5f5-dd3b-485a-a88e-e201529c2b75,Bifido & Fibre,Optibac,gut-digestion,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
851dc8e1-85a5-48a1-876d-3c8125499e1b,Digestive Enzyme Capsules,MyProtein,gut-digestion,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
87467312-0a01-4f48-9022-184c8a8e705c,Platinum Creatine Plus,Optimum Nutrition,creatine,MAPPED_2026-09-14_UNVERIFIED,16033587528010,63506379637066,OPT252,Optimum Nutrition Platinum Creatine 350g Pineapple,350g,5060751997344,VAT,35.0,17.99,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
8900fc28-fd3f-4338-9dfe-2257631c2931,PRE V4,Darkstims,pre-workout,MAPPED_2026-09-14_UNVERIFIED,16033586020682,63506371641674,DRK021,Darkstims Pre V4 500g Red Apple,500g,5070002220077,VAT,35.0,17.99,NO,MISSING_FEED_NUTRITION_TEXT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
89c2d3ae-d1cb-445f-a7c8-b84bc2c5f6e5,Complete Intra-Workout,Bulk,intra-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
8a094502-214c-4d47-8011-a812f4232d19,Vitamin D3 4000 IU Spray,BetterYou,vitamin-d,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
8aaa999c-cefb-41b0-ae3c-8cc14513ee55,Everyday Gut (Original),Bio-Kult,gut-digestion,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
8b197150-797e-4590-abb3-19b6b395e174,Plenny Drink (Vanilla),Jimmy Joy,meal-replacement,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
8b95c03d-709f-466e-a80c-6b7a13688118,Magnesium Glycinate,SuperDosed,vitamin,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
8ddfc493-0872-4235-ba25-5091ef172b49,Crunch Bar (White Chocolate Crisp),Warrior,protein-bar,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
90355b09-21f1-4804-801b-38a9518142ba,Digestive Enzyme Capsules,Applied Nutrition,gut-digestion,MAPPED_2026-09-14_UNVERIFIED,16037750407498,63535194079562,APP292,Applied Nutrition Digestive Enzyme 60 Caps,60 Caps,5056555200094,VAT,12.95,9.26,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
90eebf47-deac-4569-88d2-eb57ff598c43,100% Whey Isolate,PhD Nutrition,whey-isolate,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
943638a7-3c67-4c92-900c-ab0bfa9d7a60,Pre-Workout,Grenade,pre-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
95bf0295-4ce4-4648-8d88-8ec74bda9263,Alpha Lipoic Acid 300mg,Bulk,liver-health,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
97f6e3fe-3b27-44c4-a06a-3cbd0db41ad7,Amino,Naughty Boy,eaas,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
984b410e-6f6c-40cf-82da-93326f4c6465,ABE All Black Everything Pre-Workout,Applied Nutrition,pre-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
99e438ca-067d-40c5-81f7-f1a26827551a,Pure Creatine Monohydrate Powder,Nutrition Geeks,creatine,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
99ec3375-b400-402d-b0a9-c89ad219cc7e,Clear Whey Isolate,Warrior,whey-isolate,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
9b3cc560-40d4-4c70-b1d4-cbbbf5edc63b,NEUPHORIC,The Formula,pre-workout,MAPPED_2026-09-14_UNVERIFIED,16033586708810,63506375606602,FOR001,The Formula NEUPHORIC Pre Workout 480g Arctic Frost,480g,619091273363,VAT,35.95,19.95,NO,MISSING_FEED_NUTRITION_TEXT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
9bd730b4-56ca-4545-bb05-69ed6d48ffb9,Protein Bar (Cookies & Cream),Barebells,protein-bar,MAPPED_2026-09-14_UNVERIFIED,16037754143050,63535202533706,BAR007,Barebells Protein Bar 12x55g Cookies and Cream,12x55g,27340001800474,VAT,2.3,16.92,YES,MULTIPACK_SUPPLIER_UNIT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
9c77db07-1b5d-4afc-8f86-db826f2b7971,Iso-Pro,Trained by JP (TBJP),whey-isolate,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
9d3105e7-1760-4da8-ad22-f432114b3ea7,100% Whey,Reflex Nutrition,whey,MAPPED_2026-09-14_UNVERIFIED,16033586872650,63506376065354,REF152,Reflex Nutrition 100% Whey 720g Chocolate,720g,5033579002637,VAT,44.99,14.70,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
a0fc6933-db03-4c34-a446-a9f89515a206,Per4m Isolate,Per4m,whey-isolate,MAPPED_2026-09-14_UNVERIFIED,16033587265866,63506377802058,PER012,Per4m Isolate Zero 900g Chocolate Creme,900g,8030908005274,VAT,34.99,25.99,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
a15a46ba-b1e9-4c6f-b84c-1ca5302a0b44,Plant Sterols,Bulk,heart-health,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
a26b7a7a-348a-461f-8372-a40e234f4d92,Impact EAA,MyProtein,eaas,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
a3483e0b-65f4-4b68-b2aa-0a81efbbb800,CNP EAA,CNP Professional,eaas,MAPPED_2026-09-14_UNVERIFIED,16033582252362,63506339987786,CNP318,CNP Professional Loaded EAA 300g Lemon Drop,300g,,VAT,29.99,10.20,NO,MISSING_FEED_NUTRITION_TEXT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
a3f45925-cabd-4a7b-bca8-837824a3f891,Pro Creatine,CNP,creatine,MAPPED_2026-09-14_UNVERIFIED,16033576616266,63506300567882,CNP332,CNP Professional Creatine 500g,500g,,VAT,14.99,10.99,NO,MISSING_FEED_NUTRITION_TEXT|LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
a925a399-982a-4155-89d5-aee874046618,Protein Crunch Bar (Chocolate Caramel),Applied Nutrition,protein-bar,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
aac47241-0918-455d-bbc6-855aec480bc6,Origin Pump Pre-Workout | Stim & Caffeine-Free,MyProtein,pre-workout,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
aae3c686-cf5a-4ebb-91b4-4c8865b2e6fa,ZMAX,Strom Sports Nutrition,hormone-support,MAPPED_2026-09-14_UNVERIFIED,16037750636874,63535194407242,STM077,Strom Sports ZMAX  90 Caps,90 Caps,5013007077628,VAT,24.0,15.13,YES,LIVE_SHOPIFY_AND_EXACT_LABEL_NOT_VERIFIED
ab085248-f854-4b93-89f1-574467e8153e,Advanced Vitamin B Complex,Supplement Needs,vitamin,UNMAPPED_IN_2026-09-14_FILE,,,,,,,,,,,NO_HISTORICAL_SHOPIFY_MAP
